trucker,outcome,winsorize,threshold,estimate,se,low,high,pval,n_exps,Qm,Qm_pval,I2,I_resid
hashtag,frac,0.975,45,-0.000108914858119478,0.0001110122222981,-0.000326494815667509,0.000108665099428552,0.326540024435096,4,0.10517006506822,0.745711415641289,0,0
hashtag,frac,0.99,45,-9.17225387734359e-05,0.000125674593689852,-0.00033804021617725,0.000154595138630378,0.465487050732347,4,0.0510157826218251,0.821305069791324,0,0
hashtag,sum,0.9,45,-0.00785437969528474,0.00735213983466266,-0.0222643089805258,0.00655554958995634,0.285379767567724,4,8.17887492155969,0.00423810379374565,0.644631044755287,0
hashtag,sum,0.925,45,-0.00728782879943288,0.00755870330371584,-0.0221026150445398,0.00752695744567408,0.334963763924773,4,8.25781307196791,0.00405769802053197,0.645194597019446,0
hashtag,sum,0.95,45,-0.00656660640367912,0.00784644303916759,-0.0219453521671926,0.00881213935983435,0.402654639104044,4,7.75351430969792,0.00536081227250312,0.622739630206469,0
hashtag,sum,0.975,45,-0.0062042195565841,0.00845411507189847,-0.0227739806186623,0.0103655415054941,0.463028107574526,4,6.88470923810805,0.00869362086235519,0.58001047874806,0
hashtag,sum,0.99,45,-0.00570768422300461,0.00936725750418241,-0.0240671715651147,0.0126518031191055,0.542310451219764,4,5.99836466669224,0.0143191451822989,0.529646944336005,0
hashtag,count,0.9,50,-0.00509013785470678,0.00939222590462153,-0.0234985623624291,0.0133182866530156,0.58785140865137,4,11.9682514931164,0.000541146969442514,0.754886573523064,0
hashtag,count,0.925,50,-0.00282246631260725,0.00958873051982363,-0.0216160327889216,0.0159711001637071,0.768488598219442,4,11.120794479973,0.000853652130764557,0.732394917963411,0
hashtag,count,0.95,50,-0.00180697300010877,0.00997587032845869,-0.0213593195583296,0.017745373558112,0.856262106405511,4,10.4879433124267,0.00120156049806899,0.716175185521565,0
hashtag,count,0.975,50,-0.00115393473568911,0.0106371354984548,-0.0220023372113331,0.0196944677399548,0.913613581681657,4,8.34274077339749,0.00387231377489466,0.643231323699979,0
hashtag,count,0.99,50,0.000911198844388807,0.011842132631947,-0.0222989546143738,0.0241213523031514,0.938666899170979,4,5.46048466842595,0.0194512507703384,0.471580568930346,0
hashtag,frac,0.9,50,-0.000109388656581893,8.96835407530294e-05,-0.000285165166463861,6.63878533000749e-05,0.222571678831687,4,0.881082027698574,0.347905491974821,0,0
hashtag,frac,0.925,50,-0.000125650421340701,9.71971149879651e-05,-0.000316153266118311,6.48524234369092e-05,0.196101628655241,4,0.556629702148456,0.455621383077548,0,0
hashtag,frac,0.95,50,-0.000131047071850824,0.000106043450905851,-0.000338888416422633,7.67942727209855e-05,0.216537910507134,4,0.360796306193558,0.548064319728449,0,0
hashtag,frac,0.975,50,-0.000135379506356962,0.00011575586353776,-0.000362256829890304,9.14978171763804e-05,0.242191722444715,4,0.0684618880516508,0.79358957469612,0,0
hashtag,frac,0.99,50,-0.000128540286227086,0.000131021862081317,-0.000385338417093842,0.00012825784463967,0.326563236302118,4,0.00127913211435265,0.971469775831379,0,0
hashtag,sum,0.9,50,-0.00794833929693238,0.00736814072322113,-0.0223896297474687,0.00649295115360394,0.280701762215812,4,7.92443184484442,0.00487716578320919,0.635136196788117,0
hashtag,sum,0.925,50,-0.00752264722527494,0.00757375457853819,-0.0223669334269551,0.00732163897640523,0.320587140895192,4,8.0259901221452,0.00461108114622707,0.636216391740383,0
hashtag,sum,0.95,50,-0.00682154224872625,0.0078534991235893,-0.0222141176835782,0.00857103318612566,0.385066448452402,4,7.52006454522537,0.00610154938639057,0.613002257686875,0
hashtag,sum,0.975,50,-0.00636124901590966,0.00847093721604852,-0.0229639808746648,0.0102414828428454,0.45268283890501,4,6.57754485897553,0.0103273240700812,0.564191482276861,0
hashtag,sum,0.99,50,-0.00577703697017456,0.00937962321659642,-0.0241607606632593,0.0126066867229102,0.537951582511389,4,5.85725979458188,0.0155129269298739,0.522323216760382,0
hashtag,count,0.9,55,-0.00453828781791922,0.00898120853874904,-0.0221411330915109,0.0130645574556725,0.613341641705092,4,12.0767983470001,0.000510531944201439,0.759092160539023,0
hashtag,count,0.925,55,-0.00323330090953714,0.00923779642842038,-0.0213390492057538,0.0148724473866795,0.726332835395186,4,11.7591372631064,0.000605452828422418,0.749036163455102,0
hashtag,count,0.95,55,-0.00266493442214907,0.00956068036196513,-0.0214035235993001,0.016073654755002,0.780445135433397,4,10.5337436538097,0.00117214536028838,0.71836040855303,0
hashtag,count,0.975,55,-0.00155266112128068,0.0102356883862019,-0.0216142417152113,0.0185089194726499,0.87943070882525,4,8.07910845424779,0.00447784702418438,0.631434305660899,0
hashtag,count,0.99,55,-0.000736665419410074,0.011496190061193,-0.0232687838987757,0.0217954530599555,0.948907249873662,4,5.34169699047411,0.0208211946653301,0.472995674059328,0
hashtag,frac,0.9,55,-0.00012937152526804,9.96899181676072e-05,-0.000324760174498295,6.60171239622158e-05,0.194376931915014,4,0.183674658945535,0.668234131641748,0,0
hashtag,frac,0.925,55,-0.000143887460490126,0.00010742679783029,-0.000354440115211959,6.6665194231707e-05,0.18044046677721,4,0.0679377589810826,0.794363409261036,0,0
hashtag,frac,0.95,55,-0.000152327229549351,0.000120537281742104,-0.000388575960558233,8.39215014595302e-05,0.206325015839062,4,0.00704381313533734,0.933114132265822,0,0
hashtag,frac,0.975,55,-0.000146983045808742,0.000129559262175614,-0.000400914533536528,0.000106948441919044,0.256591141983666,4,0.0352894047165169,0.850990520369231,0,0
hashtag,frac,0.99,55,-0.00012403846287906,0.00014904520625415,-0.000416161699205538,0.000168084773447419,0.405284544636031,4,0.165285548428986,0.684336136277316,0,0
hashtag,sum,0.9,55,-0.0081721356918818,0.00736810566523019,-0.0226133574300185,0.0062690860462549,0.267377110466277,4,7.74201178044723,0.00539506622265471,0.628228822287821,0
hashtag,sum,0.925,55,-0.00778597893452393,0.00758996031070694,-0.022662027787598,0.0070900699185501,0.304973589154776,4,7.78007988556659,0.00528254612925889,0.626275032900124,0
hashtag,sum,0.95,55,-0.00703113131628986,0.00786838860806677,-0.022452889604466,0.00839062697188627,0.371540078380589,4,7.20063781517379,0.00728776749569155,0.599454886684398,0
hashtag,sum,0.975,55,-0.0064992221330184,0.00848349344819678,-0.0231265637545656,0.0101281194885288,0.443615554481478,4,6.26412800717107,0.0123206793658393,0.5479841745434,0
hashtag,sum,0.99,55,-0.0059419524129306,0.00938249515637364,-0.0243313050045444,0.0124474001786832,0.526536484696752,4,5.7098976241751,0.0168695231633068,0.514744212371607,0
hashtag,count,0.9,60,-0.00953372353026839,0.00853737083380874,-0.0262666628871962,0.00719921582665943,0.26412053774789,4,11.6167249028355,0.000653613928948575,0.757423449987717,0
hashtag,count,0.925,60,-0.00783532589078102,0.00879889383938942,-0.0250808409197756,0.0094101891382136,0.373202901731644,4,11.8006475602319,0.000592101225833565,0.756455915156499,0
hashtag,count,0.95,60,-0.00610291525181207,0.0090699053586811,-0.0238796030980139,0.0116737725943897,0.501026629937874,4,10.7431241707997,0.00104667482256996,0.724990400897256,0
hashtag,count,0.975,60,-0.00540356446700854,0.00979185595824065,-0.0245952494869642,0.0137881205529471,0.581056112671828,4,8.2143573040795,0.00415602323442024,0.635313809470276,0
hashtag,count,0.99,60,-0.00561543232861711,0.0109866801263008,-0.0271489296858287,0.0159180650285945,0.609272106255984,4,6.7329882624389,0.00946459105349312,0.559077245388846,0
hashtag,frac,0.9,60,-0.000155356667891333,0.0001136075681595,-0.000378023409855131,6.73100740724659e-05,0.171473273589976,4,0.00423316978654625,0.94812398767261,0,0
hashtag,frac,0.925,60,-0.00016923291408802,0.000120501360592992,-0.000405411240938358,6.69454127623179e-05,0.160197786992889,4,0.00314051936527028,0.955309673396213,0,0
hashtag,frac,0.95,60,-0.000185385193654355,0.000134652699894035,-0.000449299635867744,7.85292485590352e-05,0.16858475600295,4,0.128244655479908,0.720259027946522,0,0
hashtag,frac,0.975,60,-0.000196361154358165,0.000145229364159962,-0.000481005477609343,8.82831688930135e-05,0.176350967525356,4,0.312048108223348,0.576426095376689,0,0
hashtag,frac,0.99,60,-0.00020657704548806,0.000162743042640194,-0.000525547547797307,0.000112393456821187,0.204318091362889,4,0.639463960881563,0.423904971355644,0,0
hashtag,sum,0.9,60,-0.0083481178181368,0.00736502567396528,-0.0227833028843216,0.00608706724804798,0.257012250020219,4,7.48994542704485,0.00620444363874843,0.618893575559284,0
hashtag,sum,0.925,60,-0.00806890788868718,0.00758880561911978,-0.0229426935878371,0.00680487781046277,0.287662002833029,4,7.47489116146178,0.00625653473697709,0.614521164060084,0
hashtag,sum,0.95,60,-0.00721102228313123,0.00787072129084089,-0.022637352545532,0.00821530797926951,0.359570837829391,4,6.85317021876229,0.00884841274577857,0.585270097600165,0
hashtag,sum,0.975,60,-0.00660934986576583,0.00849187877118553,-0.0232531264183697,0.0100344266868381,0.436383803887857,4,5.90914892169359,0.0150624472078837,0.530538864593422,0
hashtag,sum,0.99,60,-0.00615066943607955,0.00940050610569448,-0.0245753228396896,0.0122739839675305,0.512924144712378,4,5.51299960031855,0.018875647903557,0.50324830705803,0
hashtag,count,0.9,65,-0.00684355278305479,0.00826091339065784,-0.0230346455081488,0.00934753994203924,0.407429468924755,4,11.7096308520309,0.000621774530893023,0.744630400262958,0
hashtag,count,0.925,65,-0.00627891163052018,0.00840894986825477,-0.0227601505201024,0.010202327259062,0.455248348531896,4,11.9730659866441,0.000539750580970477,0.749674754730664,0
hashtag,count,0.95,65,-0.00564909646062712,0.00871019005143107,-0.0227207552599311,0.0114225623386769,0.516621659099992,4,11.2778916761042,0.000784355834301915,0.734675204864753,0
hashtag,count,0.975,65,-0.00591893511744343,0.00935081374798604,-0.0242461932896381,0.0124083230547512,0.526742720718141,4,8.71900521388248,0.00314909823708152,0.665155013007779,0
hashtag,count,0.99,65,-0.00581795180851618,0.010433080520051,-0.0262664138756225,0.0146305102585901,0.577087042695881,4,6.34458515365761,0.0117740141325665,0.572276244973855,0
hashtag,frac,0.9,65,-0.00014703960115648,0.000127052464169337,-0.000396057855075447,0.000101978652762487,0.247144077602294,4,0.514806756086285,0.47306541888521,0,0
hashtag,frac,0.925,65,-0.000172589365891048,0.000133631578403665,-0.000434502446759472,8.93237149773758e-05,0.196519509589013,4,0.595497259208856,0.440301201222879,0,0
hashtag,frac,0.95,65,-0.000193847734390041,0.000147348366506132,-0.000482645225922868,9.49497571427855e-05,0.188316940780134,4,0.857535492904515,0.354429286584122,0,3.63850558266262
hashtag,frac,0.975,65,-0.000189961209761661,0.000159956936622587,-0.000503471044619288,0.000123548625095966,0.235000027749036,4,1.71063069943796,0.190903560920385,0.0668993837444887,0
hashtag,frac,0.99,65,-0.000200524293344023,0.000174057275080403,-0.000541670283748794,0.000140621697060748,0.249296727867611,4,2.11383499740422,0.145973099510264,0.249220161566785,4.28493757235711
hashtag,sum,0.9,65,-0.0085076142659632,0.00738192947040739,-0.0229759301643765,0.00596070163245012,0.249118977154308,4,7.27776759653267,0.0069813244350906,0.609881325557652,0
hashtag,sum,0.925,65,-0.00845290257531241,0.00759169495074112,-0.0233323512603796,0.00642654610975476,0.265519178659038,4,7.20845412329675,0.00725609651451428,0.60348348218149,0
hashtag,sum,0.95,65,-0.0074626528923942,0.00788401788050505,-0.0229150439916539,0.0079897382068655,0.343865819762728,4,6.55902492524852,0.0104353531539665,0.573408781906625,0
hashtag,sum,0.975,65,-0.00670413337156097,0.00850104222374752,-0.0233658699611604,0.00995760321803846,0.430331287119626,4,5.59417061546058,0.0180203407909348,0.512486556122213,0
hashtag,sum,0.99,65,-0.00633019571684947,0.00942261793157465,-0.0247981875028171,0.0121377960691182,0.501705556080914,4,5.31978361279434,0.0210846295562287,0.491178399700623,0
hashtag,count,0.9,70,-0.00829440267180143,0.00793159564591154,-0.0238400444777228,0.0072512391341199,0.295680167232584,4,11.4233561991223,0.000725265638328684,0.742747598635506,0
hashtag,count,0.925,70,-0.00854450129665743,0.00811128980333051,-0.0244423371793522,0.00735333458603735,0.292153828693742,4,11.2675043075369,0.000788756992614894,0.738877094585932,0
hashtag,count,0.95,70,-0.00839738037061437,0.00836289901716411,-0.0247883612506014,0.0079936005093727,0.315319265957634,4,10.2680244473424,0.00135355662293137,0.710868500033576,0
hashtag,count,0.975,70,-0.00776630235703816,0.00897698493122686,-0.0253608695120016,0.00982826479792526,0.386964788207793,4,8.45275777644408,0.00364490330109014,0.645866589812306,0
hashtag,count,0.99,70,-0.00939361523951528,0.0100145113096407,-0.02902169672918,0.0102344662501495,0.348244223773878,4,6.23922096135395,0.0124951426972503,0.53658056502699,0
hashtag,frac,0.9,70,-0.000214699428671846,0.000140648480468251,-0.000490365384869902,6.09665275262103e-05,0.126886234000448,4,0.388063763685197,0.533318929539071,0,0
hashtag,frac,0.925,70,-0.000250708420555044,0.000148567362250488,-0.000541895099844116,4.04782587340291e-05,0.0915059609531045,4,0.387342983397867,0.533699359331168,0,1.18197874438677
hashtag,frac,0.95,70,-0.000265551392898216,0.000165264192912946,-0.00058946325894167,5.83604731452387e-05,0.108091758548583,4,0.675687016153125,0.411075852743156,0,0
hashtag,frac,0.975,70,-0.000285863274127919,0.000175821562778314,-0.000630467204878963,5.87406566231239e-05,0.103976986673116,4,1.0082750470564,0.315316439260412,0,0
hashtag,frac,0.99,70,-0.000293563799050639,0.000190592509490174,-0.000667118253374488,7.99906552732106e-05,0.123494713728118,4,1.74079717524322,0.187037851066289,0,0
hashtag,sum,0.9,70,-0.00859430839901483,0.00737884327253782,-0.0230565754607546,0.00586795866272496,0.244131139911226,4,6.82487882574929,0.00898966549959097,0.590916796480034,0
hashtag,sum,0.925,70,-0.00869738907299965,0.0075915376822762,-0.0235765295175397,0.00618175137154037,0.251932152319292,4,6.78718858666921,0.00918143926709948,0.585222371745136,0
hashtag,sum,0.95,70,-0.00760111517702046,0.00789218221319563,-0.0230695080743115,0.00786727772027058,0.335487519445961,4,6.11472508057485,0.0134060262840633,0.554761290393596,0
hashtag,sum,0.975,70,-0.00669258282254007,0.00852080882268015,-0.0233930612341443,0.0100078955890642,0.432195722648452,4,5.08173691442822,0.0241791360905147,0.481653378123229,0
hashtag,sum,0.99,70,-0.00622656003780988,0.00943163918184021,-0.0247122331493935,0.0122591130737738,0.509139653030023,4,4.97388478019625,0.0257327885939939,0.471836488046025,0
hashtag,count,0.9,75,-0.00827328305439434,0.00790748739335838,-0.0237716735535813,0.00722510744479259,0.295441282524422,4,9.76486528875155,0.00177878548597068,0.695067263517741,0
hashtag,count,0.925,75,-0.00859615995422223,0.00808203635567748,-0.0244366601330934,0.00724434022464899,0.287503993623679,4,9.69189192258973,0.0018508287609446,0.691314318868723,0
hashtag,count,0.95,75,-0.0089325747599484,0.00837893714727564,-0.0253549897973334,0.00748984027743664,0.286389775312971,4,9.31561958274853,0.00227208534206934,0.678048567418671,0
hashtag,count,0.975,75,-0.00843609209274139,0.00901455512794104,-0.0261042954801567,0.0092321112946739,0.349360667446742,4,7.9752179659066,0.00474220458017521,0.630409114927393,0
hashtag,count,0.99,75,-0.00911902843355355,0.00997837726863597,-0.0286762885042332,0.0104382316371261,0.360780482357131,4,6.00781001201922,0.0142426934563852,0.537587987976552,0
hashtag,frac,0.9,75,-0.000254146914030939,0.000146735930568963,-0.000541744053184077,3.34502251221978e-05,0.0832732199186731,4,0.714017349200107,0.398113366674065,0,2.51416397234437
hashtag,frac,0.925,75,-0.000284421584482797,0.000155291143639835,-0.00058878663313491,1.99434641693152e-05,0.067020325568999,4,0.814983091640755,0.36665108724007,0,0.0080229625276304
hashtag,frac,0.95,75,-0.000309994394694598,0.000172345227540973,-0.000647784833582267,2.779604419307e-05,0.0720688728241439,4,1.19700069373562,0.273921968070742,0,0
hashtag,frac,0.975,75,-0.000331122492448845,0.000182996369082513,-0.000689788785152168,2.75438002544789e-05,0.0703813652650106,4,1.6535046422448,0.19848260099992,0.0456223975550307,0
hashtag,frac,0.99,75,-0.000349992280402217,0.000197149176509879,-0.00073639756594331,3.64130051388751e-05,0.0758539343550256,4,2.42319332534177,0.119551003691071,0.156423061552749,0
hashtag,sum,0.9,75,-0.00872571851281664,0.0073849090381579,-0.0231998742567104,0.00574843723107716,0.237380043207644,4,6.31217875199741,0.0119911394478878,0.567466845053105,0
hashtag,sum,0.925,75,-0.00876346544066538,0.00759342868061432,-0.0236463121738429,0.00611938129251219,0.248465144170305,4,6.32954099734416,0.0118743045754216,0.566207423972689,0
hashtag,sum,0.95,75,-0.00760667887539864,0.00789680821313053,-0.0230841385659546,0.0078707808151573,0.335417099826394,4,5.62553154323899,0.0177006971436519,0.536323483274806,0
hashtag,sum,0.975,75,-0.00650443804903182,0.00853321898157913,-0.0232292399251205,0.0102203638270568,0.445911377242472,4,4.52623773091913,0.0333789225560261,0.451101988869127,0
hashtag,sum,0.99,75,-0.00580725896608659,0.00944244502996384,-0.0243141111508149,0.0126995932186418,0.538543860724539,4,4.62472359780423,0.0315143385261722,0.453704430305368,0
hashtag,count,0.9,80,-0.00852999407384204,0.00773131525438978,-0.0236830935255711,0.00662310537788704,0.269895000085679,4,7.61707066322529,0.00578183305634673,0.62746579778597,0
hashtag,count,0.925,80,-0.00888808338644081,0.0079433197428307,-0.0244567040000749,0.00668053722719332,0.263166532110527,4,7.70270407299885,0.00551381612242517,0.625324181767863,0
hashtag,count,0.95,80,-0.00931171852578295,0.00824946425496072,-0.0254803713572565,0.00685693430569061,0.258996366840026,4,7.51057714209138,0.00613377142462513,0.60907511147046,0
hashtag,count,0.975,80,-0.00887065625016224,0.0088595574679669,-0.0262350698063402,0.00849375730601576,0.316704631507772,4,6.30850686904247,0.0120159993247219,0.550574973643088,0
hashtag,count,0.99,80,-0.0082457673683271,0.00976296919125634,-0.0273808353653637,0.0108893006287095,0.39833629204118,4,4.91401366082972,0.0266396695388415,0.474502229445724,0
hashtag,frac,0.9,80,-0.000287147249348381,0.000152210732713129,-0.000585474803526567,1.11803048298052e-05,0.059226102944564,4,0.342986047808826,0.558110668835702,0.2871080896623,40.0747774050208
hashtag,frac,0.925,80,-0.00030529669623576,0.000163942810407162,-0.000626618700158075,1.60253076865552e-05,0.0625728463232653,4,0.834043056779351,0.361106036326014,0.201498536161261,16.1667331498074
hashtag,frac,0.95,80,-0.000359434673299759,0.000178787021800029,-0.000709850796930993,-9.0185496685255e-06,0.0443881342671503,4,0.702956589371906,0.401792017166942,0.303451966150057,29.0472716617402
hashtag,frac,0.975,80,-0.000367503690183428,0.000189459410715162,-0.000738837311717327,3.8299313504712e-06,0.052410209312024,4,1.48470225443053,0.223040257753754,0.320727311326972,13.023356825865
hashtag,frac,0.99,80,-0.000399306411872896,0.000203465444854033,-0.000798091355885221,-5.21467860570995e-07,0.0497011701627107,4,1.9441958001662,0.163213683969755,0.427943884108611,16.3814599373353
hashtag,sum,0.9,80,-0.00917030170685189,0.00736398388177306,-0.0236034448978606,0.00526284148415677,0.213024859860845,4,5.97160676133258,0.0145380282051764,0.547181616757512,0
hashtag,sum,0.925,80,-0.0090535162472267,0.00759097714937807,-0.0239315580674742,0.00582452557302085,0.232999386037798,4,6.04601646413183,0.0139377066404139,0.549683058873844,0
hashtag,sum,0.95,80,-0.00768242342538581,0.00790091339492766,-0.0231679291244141,0.00780308227364248,0.330878327638714,4,5.16782327769527,0.0230090295943021,0.514300474121719,0
hashtag,sum,0.975,80,-0.00625435717867735,0.00853655799269441,-0.0229857033962959,0.0104769890389412,0.463768499117678,4,4.04897220434316,0.0441982467593352,0.428194468584076,0
hashtag,sum,0.99,80,-0.00567195626104019,0.00945695268446359,-0.0242072429260882,0.0128633304040078,0.548662366317906,4,4.33014237999725,0.0374431136170949,0.433370145213949,0
