trucker,outcome,winsorize,threshold,estimate,se,low,high,pval,n_exps
hashtag,sum,0.99,65,-0.0293750708036653,0.0137336912576967,-0.0562926110435434,-0.00245753056378719,0.0324433046161542,3
hashtag,count,0.9,70,-0.0369422268039257,0.0116083613866761,-0.0596941970413362,-0.0141902565665152,0.00146069610604074,3
hashtag,count,0.925,70,-0.0378094816654565,0.0119080927859941,-0.0611489146505663,-0.0144700486803468,0.00149780699804148,3
hashtag,count,0.95,70,-0.0376002008572293,0.012369013345585,-0.0618430215388711,-0.0133573801755876,0.00236679760529191,3
hashtag,count,0.975,70,-0.0363417527220866,0.01331122158535,-0.0624312676196048,-0.0102522378245684,0.00633037668459035,3
hashtag,count,0.99,70,-0.036177077856117,0.0146719237650882,-0.0649335200196072,-0.00742063569262678,0.0136732400916542,3
hashtag,frac,0.9,70,-0.000142663999170615,0.00018208178002907,-0.000499537730268537,0.000214209731927307,0.433324125581946,3
hashtag,frac,0.925,70,-0.00017172753691822,0.000194114965154667,-0.000552185877481616,0.000208730803645175,0.376335055447555,3
hashtag,frac,0.95,70,-0.000149972354735452,0.000216985074255145,-0.000575255285458285,0.000275310575987381,0.48946224450455,3
hashtag,frac,0.975,70,-0.000136174850515089,0.000230512368355383,-0.00058797079048267,0.000315621089452493,0.554688903512133,3
hashtag,frac,0.99,70,-9.09072414009665e-05,0.000244781454448676,-0.000570670076203702,0.000388855593401769,0.710353592367623,3
hashtag,sum,0.9,70,-0.0289719707811293,0.0107373539942528,-0.0500167978991222,-0.00792714366313648,0.00697069172532541,3
hashtag,sum,0.925,70,-0.0296210439666141,0.0110514807399909,-0.0512815481928343,-0.00796053974039398,0.00735609749235697,3
hashtag,sum,0.95,70,-0.0283046940514722,0.0115059062120676,-0.0508558558366203,-0.00575353226632411,0.0138931472057217,3
hashtag,sum,0.975,70,-0.027147072192749,0.0124473092824271,-0.0515433500907373,-0.0027507942947607,0.0291864432886626,3
hashtag,sum,0.99,70,-0.0283959675643217,0.0137028627073109,-0.0552530849557481,-0.00153885017289533,0.0382407020703616,3
hashtag,count,0.9,75,-0.0343567450870983,0.0114978828044499,-0.0568921812822824,-0.0118213088919141,0.00280723961493106,3
hashtag,count,0.925,75,-0.0354672578927682,0.0118245650628051,-0.0586429795487168,-0.0122915362368196,0.00270462540395952,3
hashtag,count,0.95,75,-0.0364195027720937,0.0123008246571016,-0.060528676080155,-0.0123103294640324,0.00306904208823584,3
hashtag,count,0.975,75,-0.0358643243969218,0.0132511474375738,-0.0618360961283967,-0.00989255266544686,0.00679951319005042,3
hashtag,count,0.99,75,-0.0350842298435507,0.0145529110970169,-0.0636074114639171,-0.00656104822318426,0.0159173592158509,3
hashtag,frac,0.9,75,-0.000153897302527291,0.000186659914684708,-0.000519744012666638,0.000211949407612056,0.409667069765745,3
hashtag,frac,0.925,75,-0.000171874889249081,0.000199135568216885,-0.000562173430995094,0.000218423652496933,0.388079781525466,3
hashtag,frac,0.95,75,-0.000154849488133069,0.000223184726672104,-0.00059228351430981,0.000282584538043672,0.487796612991707,3
hashtag,frac,0.975,75,-0.000140867289656236,0.000235326953745093,-0.000602099643588141,0.000320365064275669,0.549438025882145,3
hashtag,frac,0.99,75,-0.0001117815096943,0.000249569599144048,-0.000600928935652731,0.000377365916264132,0.65422743253686,3
hashtag,sum,0.9,75,-0.0282028621558793,0.01070684056964,-0.049187884060586,-0.00721784025117256,0.0084361255050046,3
hashtag,sum,0.925,75,-0.0288532782425562,0.0110192898063799,-0.0504506893982702,-0.00725586708684217,0.00883344914342074,3
hashtag,sum,0.95,75,-0.0273761176689544,0.0114819001043449,-0.0498802283475571,-0.00487200699035174,0.0171123622991106,3
hashtag,sum,0.975,75,-0.0256945132438809,0.0124167939788179,-0.0500309822458178,-0.00135804424194401,0.0385146095098571,3
hashtag,sum,0.99,75,-0.0270947959889202,0.0136801315291074,-0.0539073610897415,-0.00028223088809879,0.047636743891603,3
hashtag,count,0.9,80,-0.0308387925736983,0.0111853035717372,-0.0527615847304505,-0.00891600041694615,0.00583198291716246,3
hashtag,count,0.925,80,-0.0318668206524133,0.0114737347216603,-0.0543549274750342,-0.00937871382979234,0.00548005504677896,3
hashtag,count,0.95,80,-0.033030152618565,0.0119564449050175,-0.0564643540155366,-0.00959595122159338,0.00573536025906817,3
hashtag,count,0.975,80,-0.0325472944754805,0.0129365076092787,-0.057902383475395,-0.00719220547556596,0.0118720142252054,3
hashtag,count,0.99,80,-0.0311478129184821,0.0142144953633133,-0.0590077118889877,-0.00328791394797651,0.0284321799707153,3
hashtag,frac,0.9,80,-0.000172747169109904,0.000192413476310377,-0.000549870652818395,0.000204376314598586,0.369296757026407,3
hashtag,frac,0.925,80,-0.000159759415984593,0.000210562862438578,-0.000572455042845867,0.000252936210876681,0.448016771271198,3
hashtag,frac,0.95,80,-0.000187908425813126,0.000229766367677192,-0.000638242231319011,0.000262425379692758,0.413457751603961,3
hashtag,frac,0.975,80,-0.000158566341061298,0.000241621601814154,-0.000632135978503917,0.00031500329638132,0.511657518781935,3
hashtag,frac,0.99,80,-0.000145188733865342,0.000255641141367356,-0.000646236163912073,0.000355858696181388,0.570075964786952,3
hashtag,sum,0.9,80,-0.0279950052164173,0.0106569534166259,-0.0488822500979253,-0.00710776033490939,0.00861606105817052,3
hashtag,sum,0.925,80,-0.0286084273110732,0.0109941024462264,-0.0501564721480206,-0.00706038247412589,0.00926382848996705,3
hashtag,sum,0.95,80,-0.0265616194235298,0.0114627348931094,-0.0490281669783548,-0.00409507186870487,0.020492031427493,3
hashtag,sum,0.975,80,-0.0243591162248196,0.012402712121913,-0.0486679852943875,-5.02471552516898e-05,0.0495283189699188,3
hashtag,sum,0.99,80,-0.0262530049395113,0.0136841191656295,-0.0530733856642994,0.000567375785276835,0.0550474354954523,3
